"unified_content","postid","code"
"Online publishing?","4794191",1
"The Wandering ""Therapy Dog""","318736",1
"Not everyone likes every species of animal.


There has been an explosion of fake service animals.


Is it a crime to claim your pet is a service animal?


Maybe it is going to take some lawsuits to stop this.


Who do we sue:   the establishment (airline, restaurant, hospital) or the individual pet / pseudo-service-animal owner?  Or both?","4808797",1
"Sorry that happened to you. The woman had a bad case of entitlement syndrome. ","4808824",1
"We visited the Busch Beans cannery when we were in Tennessee a few weeks ago.  They have a sign on the door of their visitor's center that clearly defines what a service animal is and forbids the entry of any animal that does not meet that definition.  It specifically excluded emotional support animals.  I wish all establishments that cater to the public would do that.","4808830",1
"Yet another in a long line of unintended consequences. The laws regarding service animals are necessary and the right thing to do. However, there are people that take advantage, just like with anything else. According to the law - you aren't permitted to challenge anyone if they have the proper documentation.





Same goes for the handicapped parking placards. If someone has one, parks in a handicapped spot, gets out and looks fit as a fiddle, you just can't go up to them and demand to know WHY they are handicapped. So, of course, we all know that sometimes family members who aren't handicapped will use the placard and park in a spot...





What can you do?","4808869",1
"The abuse of the service dog label should indeed be criminal.  I have patients come to office claiming its a service dog, laughable, the dogs are uncontrollable, barking at people, totally untrained.  ","4808895",1
"All the patients I have that bring in service animals, they are well trained, pleasant dogs.  Often I like seeing the dogs more than the patients.  





But yes the rule is abused, as a well intentioned rules like this are.  ","4808923",1
"It's a bullshit rule if you ask me!","4808991",1
"I've never even heard of a therapy dog but I'm assuming this is quite different from a guide dog for the blind or hearing dog for the deaf? ","4809024",1
"^ They are service dogs, not here in the great USofA, we have people buying service tags online and calling every animal service dogs, they have no training and are poorly behaved animals. Insanity rules here in America.","4809065",1
"People will call it an ""emotional support animal"" and imply it is a service animal.  Like a patient with anxiety saying they feel better when they have their dog, but these animals have no training or certification.  places of business are so afraid of being sued for violating the ADA (disability laws) that they don't question patrons; there was recently one in Missouri who brought his ""support snake"" to a restaurant, draped around his neck!","4809084",1
"^ thanks, I thought it sounded like a load of bollocks. Give it time and it'll start over here. You know how dogs have been trained to detect hypoglycaemia? I wonder if these dogs are so poorly behaved because they can smell the madness...","4809096",1
"^ LOL.","4809111",1
"I have never seen a legitimate service dog - EVER - off leash. The fact that this crazy dog was running around loose tells me he is a pet, not a service dog. ","4809136",1
"i have a paraplegic patient who has an older service dog who sometimes is off leash. Nonethelsess, she stays quite and sits under the desk or table or in a corner





In europle, dogs often are allowed in stores. ","4809319",1
"In Europe, dogs are allowed in restaurants but unlike here, the dogs are well-behaved and would not run off or even bark at other dogs.","4809472",1
"Dont physicians approve service dogs??","4809518",1
"I've noticed the same. Real service dogs are trained.


And they are extremely well behaved.


They usually even have a vest that states: ""please don't pet me, I'm on duty"" or something to that effect.


Makes sense, as true service dogs need to stay on task.


Whatever this dog was, it was NOT a service animal.


It was an out of control pet, that had no business running around the restaurant.


The owner was just a very rude person.","4809768",1
"I have a ""fake"" therapy dog. 


Cost me about $160 for dog-vest, certificate, and photo ID on the Internet. 


Got permission from Sr VP to bring him to hospital. 


Always on leash. 


Therapeutic for the hospital staff as much or more than for the patients. 


We do not go to the OR or cafeteria, though. 


","4809805",1
"Dog owners who let their dogs off leash where they should not be are often defensive & furious when that is pointed out to them!","4809827",1
"A ""therapy dog"" does not exist under the ADA.





A ""service animal"" is one that is individually trained to do work or perform tasks for a person with a disability.





People like this woman get away with these shenanigans because places of public accommodation - like restaurants - don't bother to learn this very simple distinction and then get steam-rollered. (BTW - I will be doing a future Medicolegal post about animals in the office so that you guys won't get conned by the entitled.)","4809882",1
"I look forward to your future post, {redacted}.


It would be nice to have some legal ammunition to bring out when a fake service animal is causing a problem for me or someone I am with in an airport, restaurant, hotel which doesn't allow ""pets"", etc.


","4809913",1
"1.  That's why I admitted that my therapy dog is fake. 


2.  Cost about $160, but no need to train or test the dog. 


3.  Disabled person with a service dog--we cannot ask what the disability is. 


4.  We CAN ask what service the animal provides. ","4809916",1
"5.  He's not a fake dog; he's a real dog. 


","4809917",1
"Do they have to carry proof with them that it is a service animal?","4809936",1
"{redacted}'s dog is NOT a service animal.","4809968",1
"""Do they have to carry proof with them that it is a service animal?""


I'm pretty sure that's illegal.


Because discrimination, or bigotry.


I'll guess that {redacted} will clarify.","4809979",1
"I never claimed he was a service animal. 


I was up-front that he is a fake therapy dog. 


Yet the staff and patients all dote on him. 


I have only once in several years had one patient who did not want the dog to approach.


I immediately pulled the dog away. 


That's ONCE in years. ","4810085",1
"When I was in my third-year clerkship in peds, they had these dogs come in to the hospital who were clearly not certified ""therapy dogs"".


 They were there for the kids to pet and enjoy.


Yes, they did wear vests.


It was frankly adorable.


You could see how much the kids enjoyed the dogs, and the dogs just loved the attention.","4810168",1
"""Do they have to carry proof with them that it is a service animal?"" 


1.  I'm not asking about {redacted}'s dog.


2.  Maybe it is illegal to ask for proof, but it doesn't seem like it should be.  People carry lots of cards with them.  DL, credit cards, coffee shop punch card so the 10th one is free ...   It doesn't seem like a terrible burden to make owners of legitimate service animals to show a card (proof of service animal) to get special benefits, like dining or flying with their mutt.  The card would not have to say what the disability is.


","4810347",1
"Most dogs won't be able to pull the card out of their pocket to show it.  Perhaps a photo ID on a lanyard.","4810430",1
"What if it's a service kangaroo?","4810441",1
"God I hate (most) therapy dogs.





I fully acknowledge that some people benefit from taking non-ADA ""therapy"" pets with them into the world. I acknowledge that.





But 99% of the ""therapy"" pets I run across are not trained helpers who assist people with disabilities, but rather are SYMPTOMS of an illness, and that illness is separation anxiety when not in proximity to a pet. Or worse, entitlementiasis, when people want a waiver so that other people's rules don't apply to them. 





If a shopkeeper wants to keep her shop free of animals? Waive that rule, I'm taking my pet in because I have a doctor's letter! If airlines want to charge $100 to bring your pet on a flight? Waive that rule, I'm taking my pet for free because I have a doctor's letter!





Some people are obvious scammers, including one Sermoan who basically admitted  that his wife's ""insomnia"" is ""treated"" by the ""support animal"" (*) and therefore the Sermoan says to airlines ""Waive that rule, I'm taking my pet in because I have a  doctor's letter!"" Never mind that fellow passengers might not want a dog inflicted upon them, and never mind that the airline is it's own entity and should be able to make it's own rules about dogs and fish and kangaroos.





And speaking of kangaroos, this one lady in Oklahoma has declared her brain-damaged kangaroo(**) to be medically necessary to ""treat"" her depression and therefore wants to take the brain-damaged kangaroo everywhere with her. 





HELLO. Let me speak as CLEARLY AS I CAN. Being unable to separate from your brain-damaged kangaroo IS AN ILLNESS. The kangaroo is a SYMPTOM. Accommodating the brain-damaged kangaroo is exactly like accommodating the illness of nicotine dependence by letting the ill person SMOKE INDOORS.





Attention: To you, lady who can't separate from your brain-damaged kangaroo: the mental health profession stands ready to HELP YOU OVERCOME YOUR ILLNESS and will not, and should not, accommodate your need to be forever attached to your brain-damaged therapy pet.





*) Too many quotation marks in that sentence, because too many words are used with distorted meanings. 





**) Not making this up: http://latimesblogs.latimes.com/unleashed/2011/04/oklahoma-woman-fights-to-keep-her-therapy-kangaroo.html 





","4810446",1
"Stop saying bad things about our next Queen!!!  You jerk.!.!


Oh, wait.  Sorry, depo.  Oops.


I thought when you said ""brain damaged kangaroo"" you were talking about Hillary.


My bad.


derrr


She's not a kangaroo.  What was I thinking?","4810451",1
"You're both insulting kangaroos. 


Stop it! 


","4810476",1
"I hope that {redacted}'s future post may mention the Air Carrier Access Act. It seems like this act allows for emotional support animals and is not as strict as the ADA.","4810488",1
"Oh I should say I think the idea of therapy dogs is complete bullshit.  





But the dogs themselves, they are usually well behaved and nice to have around.  I like the dogs, its not their fault.  Most of the time I prefer the dogs to the patients they ""help"".  I actually sympathize with them a bit","4810785",1
"""2. Maybe it is illegal to ask for proof, but it doesn't seem like it should be. ""





Well, then it should also be legal to ask an apparently completely healthy person parking in a handicap parking spot what their handicap is.","4810790",1
"This is the liberal mantra on all things like this though.  





You can't ask for ""proof"" of anything because then its a burden, and its insulting, and no one would ever abuse these laws.  ","4810908",1
">> This is the liberal mantra on all things like this though <<





The ADA, signed into law by George H. W. Bush in 1990, and expanded by George W. Bush in 2008,  specifically says you can't ask for proof.","4811843",1
"Chien de thérapie ou chien guide...Peu importe cela reste un chien. Bien dréssé il ne doit géner personne...Question de responsabilité. Néanmoins, un chien ne doit pas entrer dans une cuisine, question sanitaire. Chien de thérapie ou pas cette dernière ne doit pas avoir lieu 24h/24h. On doit pouvoir sortir sans son chien de temps en temps. Il faut savoir doser avec tact et mesure l'usage du chien dans un tel cas.","4812190",1
"{redacted}:  vous avez raison, mais dans les États Unis, le système est fou","4812212",1
"^^C'est vrai","4812946",1
"Here, if a dog is found off leash, instant $300 fine, unless it's a designated off leash dog park.","4813110",1
"I have a service dog who spends every day with me at the office.  It wasn't my idea to begin with but the patient's love her and are upset if she's not here.  B Y the way she had to take a course and pass the test.","4813222",1
"A dog off it's leash in a restaurant is no different then parents who let their kids run around during dinner.  They are both annoying.  To have a fake therapy dog is fine as it helps the owner avoid ridiculous extra costs that are slapped on for no reason as non refundable deposits when travelling.  I agree the dog's should be on a short leash and not allowed to be near strangers.  Dogs in general spread less disease than humans do so the fact they are present in a restaurant does not carry a risk to the patrons. ","4813228",1
"Leaving restaurant -- ""service"" dog with vest starts sniffing customers in the lobby as the owner is leaving.





My daughter points out that a ""real"" service dog wouldn't do that.","4813230",1
"I think the dog got a much needed break.


If it's a job, the dog needs days off, vacation, mental health days etc....!!!","4813235",1
"your dog (or child) is not the center of MY universe.





i see people bringing in dogs into hardware stores.  i guess it is traumatic to shop for paint or lightbulbs.","4813239",1
"Agree ""therapy dogs"" are being abused. However, a well trained dog is generally nicer to be around than most people that I know.  So a well trained dog, therapy or not, is a pleasure. I suspect having dinner with this ""non dog lover  with allergies"" is probably not a pleasure.   ","4813240",1
"As much as I hate federal regulation, this is an occasion where it is needed.  I travel a ton and I love seeing well behaved animals traveling (service or not) but the poorly behaved service animal drives me crazy.  Unfortunately I see the end result of the issue being a pendulum swing and it becoming harder for people with true service animals to travel with their necessary companion.  I would assert the following;





1. There is absolutely no reason for a true service dog to be off leash


2. A true service animal would be trained so as not to be further than a leash distance from its handler


3. A true service animal would be trained not to bark inappropriately 


4. A true service animal would be trained not to create any sort of interruption in the usual flow for surrounding people


5. A true service animal does not need nor get constant positive reinforcement for just being present (ie petting)


6. A true service animal is just that an animal, and walks on its own on the ground and would never be carried around


7. A true service animal would be trained to understand the appropriate place to relieve (or not relieve) itself in a wide variety of locations


8.A true service animal would be trained to ignore people and animals that are not their handler





If the animal does not meet the above requirements it should not qualify as a service animal.  I would love to see regulations to help curb what I see as a situation which is ripe for public backlash with serious consequences for our disabled citizens.  ","4813248",1
"I think that any doctor who signs for a dog to be an emotional need could have this documented in the patients record and the patient should have to sign a release( like medicare  and insurance requires ) and if found to just have been signed  to be nice to the patient, then a hefty fine on the doctor would be in order.  This would stop many of the false doctor notes","4813249",1
"In Alabama I'm allowed to have a service opossum. He isn't very supportive emotionally, but keep patients away when I'm in public.","4813252",1
"I was asked several months ago to write a letter to an airlines stating that a woman whom I had never seen, needed a dog with her on her flight due to her anxiety. I said, you are not my patient and I have no reason to write this letter. She thought she could pay me my consultation fee and then I would write the letter. she  emails me a letter from a psychiatrist from 2 years earlier that she had been in treatment for anxiety... AND??? no mention of a emotional support animal and I said find someone else...","4813255",1
"""What if it's a service kangaroo?""





Under the ADA, the only creatures that can be certified as service animals are dogs and small horses.","4813258",1
"I can't wait for someone to insist that their therapy gorilla be allowed to sit with them in some fine restaurant. ","4813260",1
"when an idiot patient ask you to write an idiot note to satisfy an idiot government employee, just say ""no""","4813265",1
"I have a service goldfish.","4813267",1
"These are thoroughly potty laws,  which take a little bit of sense and transform it into nonsense.  I am disabled, and like every other disabled person I have ever known, am insulted by these crazed laws.  We have no objection to being asked pleasantly about the nature of our disability and being offered help. And we suffer far, far, more by selfish healthy people using the scarce handicapped facilities like parking places because dumb lawmakers have seen fit to encourage such abuse of scarce facilities and protect the unscrupulous,  and we ever do from being asked to establish our right to use them. 


Of course guide-dogs and similar specially trained and valuable animals with specific, definable functions, should be given special exemptions and facilities.  But even the concept of an ""emotional support animal"" or the therapy doggy is tosh : and doctors or therapists who enable such abnormal behaviour in their patients are quacks. And where are the boundaries ? May I have a therapeutic cow ? carry an empathic lobster with me ? perhaps a few sympathetic slugs in my laptop case ? 


I whole-heartedly agree with my excellent colleague who identifies these animals as the symptom of a patient whose narcissism and inflamed sense of special entitlement is being encouraged by daft laws and daft doctors writing letters of support,  probably rendering the patient's underlying illness, if any, untreatable and incurable. 


If she's having so much fun having her doggy go everywhere with her, while showing no signs of depression of whatever illness she is pretending to have : why would she ever dare to recover and lose all the specal privileges she loves ?


","4813268",1
"While there are some folks who are more emotionally attached to a pet than they ever would be to another human being, I feel that much of the abuse of the service animal exemptions are attributable to just plain cheapness and laziness. If you can take a dog or other animal with you on a long trip, you avoid kennel fees, and the time it takes to bring the animal to & from the kennel. If you can take the dog into the passenger area on a plane, you avoid the fee to fly the dog in a separate pressurized area, and the time to drop off and pick up the animal, especially if you only have carry-on luggage. If you're going for a long night out, and your dog doesn't have a strong bladder, you don't have to either hire a dog-sitter or risk finding a ruined carpet on your return home. Or maybe your dog's just not well-trained- like the example cited it the OP- and you'll return to chewed-up furniture, messed-up papers, etc.





Of course, there are also a goodly (?) number of people who feel free to do whatever they please, and to hell with everyone else.","4813280",1
"I first want to make one point. The woman referred to in the post is a bad dog owner. To me it doesn't matter whether she claims it is a therapy dog. A good dog owner does. Otherwise allow their dog to run amuck and bark at others without intervening. The same goes for good parents with their children. 


That said, I have written letters, very selectively, for patients who I believe qualify for therapy dogs.  But I very clearly discuss it with patients and make sure they understand that they should n9t abuse the privilege. I do know some people who have fake therapy dog certificates just to take themy on planes and trains for free. I find this deplorable as I do for those I know use handicap tags they borrow from legitimate handicap individuals.


There are always those who will.abuse the system, any system. Ssi, medicaid, food stamps, welfare, they all have scammers.   


I agree that only service dogs should be allowedone in stores and restaurants, but as someone posted, we live in an entitled society.   Dogs are wonderful when we trained, it's the owners that are the problem. ","4813284",1
"Some physicians have been important enablers of the emotional support animal fraud movement, allowing their their professional authority to be hijacked.  Like just giving a prescription to a drug seeker to get them out of your face, the doctor finds it easier to provide a letter for the support animal than refusing the unreasonable request.","4813288",1
"Hi, and welcome to the Fake Online Service Animal Association.   Here at FOS we are focused solely on being FOS.   Brain damaged Kangaroo?  Here's your certificate.   Uncontrollable drooling rottweiler?  Bam, here's that cert.  You need your animal, and your animal needs something to chew on.  Why not an unsuspecting stranger?  They probably hate dogs and deserve what they get.  After all, you need your service animal, and we agree.. we're FOS!","4813291",1
"A therapy dog by law can ride on transport (eg airplane) and a hotel.  Unlike a service dog, they cannot go into restaurants etc


""Unlike therapy dogs, service dogs and their human companions must be allowed access to buildings (including restaurants, libraries, supermarkets, and churches), transportation systems, and other public areas and services""





ebentropy.   Your comment is no different from docs giving out ""handicapped"" letters.  But there are certain requirements that a doc has to fulfill for a therapy dog and like all ""lies"" could loose their license","4813295",1
"The hammer of the Federal government is awesome.  Just let some Federal zealot decide to file an ADA action against you and your life can be ruined for no reason.   No wonder people are afraid to practice common sense.","4813301",1
"Have heard of multiple fake service animals just to get them allowed on airlines without fees.","4813317",1
"{redacted}--well said in French or any other language! ","4813318",1
"Maybe when a trained ""service dog"" is instrumental in hijacking a plane they will change some of the laws.  I think the patriot act  or similar probably trumps the ADA.  ","4813324",1
"Sad.  My brother is blind and has a seeing eye dog.  Folks like this lady give his situation a bad reputation.  As has been stated above, there is a BIG difference between a service dog and a whatever-you-call-it dog.  The service dog training is very intense. For the others, it's a piece of paper- there should be some rules established.","4813330",1
"OK, folks, I can see this discussion is deteriorating....


Therapy dogs are WONDERFUL ANIMALS.  I used to bring mine to clinic with me -- in a very high-risk adolescent inpatient unit.  The kids loved her.


We started the Albuquerque Airport Ambassador dog program 1 1/2 years ago, and she has now been petted by more than 20,000 people.


Therapy dogs decrease people's BP and anxiety.  Such dogs are certified, well-trained, and always on-leash.


","4813332",1
"The more people I meet, the more I love my dog(s).","4813335",1
"We have two German Shepherds that are trained and AKC certified therapy dogs.  They are NOT service dogs and do not have the right to enter restaurants or board airplanes. They were trained to enrich the lives of people who would benefit from some ""doggie love"". Obviously a person who is fearful of dogs would not benefit. 





The moron who brought her ""therapy dog"" to the restaurant should have been escorted out of the premises by the cops.





Our dogs are brought to VA hospitals, pediatric oncology wards and nursing homes by request only. 





From the AKC site:





WHAT IS A THERAPY DOG?


 





Therapy dogs are dogs who go with their owners to volunteer in settings such as schools, hospitals, and nursing homes.





From working with a child who is learning to read to visiting a senior in assisted living, therapy dogs and their owners work together as a team to improve the lives of other people.





Therapy dogs are not service dogs. Service dogs are dogs who are specially trained to perform specific tasks to help a person who has a disability. An example of a service dog is a dog who guides an owner who is blind, or a dog who assists someone who has a physical disability. Service dogs stay with their person and have special access privileges in public places such as on planes, restaurants, etc. Therapy dogs, the dogs who will be earning the AKC Therapy Dog™ title, do not have the same special access as service dogs.





It is unethical to attempt to pass off a therapy dog as a service dog for purposes such as flying on a plane or being admitted to a restaurant.





Hope this clears things up a bit..


","4813336",1
"I am quite allergic to cats and somewhat to dogs as well. I have certain patient charts flagged to remind me to take Zyrtec before they come in. They have so much fur on them that I sneeze the rest of the day after being in a room with them. Can I get a note saying that pets/therapy animals aren't allowed near me when I go to restaurants, airports, etc?","4813346",1
"{redacted} i am eagerly awaiting your narrative about pets in the office.","4813353",1
"I own a rental property.  Pets tend to damage the carpets so I charge a pet deposit.   Now, tenants are claiming their pets are actually ""companion animals.""  Guess what----I'm NOT allowed to charge a pet deposit for a ""companion animal.""  ","4813354",1
"A man is leaving a doctor's office with a handsome German shepherd in tow - when they pass a woman walking a chihuahua in on her way in to see the doctor. 


""They don't allow dogs in there, "" the man told her. 


""But you've got a dog,"" she protested. 


""Yes, but I lied and told the receptionist he was a seeing-eye dog."" 


""Well, I'll try the same thing, "" she said sweetly. 


The woman entered the office and was greeted by a rather large, officious-looking receptionist who looked up and growled, ""Hey, you can't have a dog in here."" She pointed to a sign on the wall, ""Can't you read?"" 


""But I'm vision-impaired and this is my seeing-eye dog."" 


""Are you trying to kid me?"" snapped the receptionist. ""That's a chihuahua ."" 


""Holy mackerel!"" The lady exclaimed. ""You mean they gave me a chihuahua?""","4813361",1
"As I have posted elsewhere, when I am called to write a companion pet letter, I remind my patient that a psych diagnosis accompanies their record. These diagnoses may come back to bite them and cannot be rescinded.Do they REALLY want future insurers, background checkers , even employers or schools or licensing agencies to see that they are so pathetically unable to steer through life without their untrained, ungroomed, unleashed household pet? What do I do when they now come in or are traveling without their companion animal? I make these letters time sensitive and good for 1 year, to be renewed with discussion of the diagnosis and therapeutic steps to treat the psychological damage.","4813376",1
"Service animals are specifically defined in the law.  Many states have their own laws defining the consequences for fraudulent misrepresentation of a pet as a service animal.  In many states, it is a misdemeanor punishable by 6 months in prison and a fine.  Dogs off leash wandering unsupervised and obviously untrained for service in places of business are a danger to others.  They have been known to jump up and knock people down on the ground, harming them, for just one example.  The facts presented in this case  show that this restaurant visitor with a pet running amok in the restaurant was clearly in violation of the laws, including those for breach of peace in having taunted and bullied others in the restaurant about their allergies. In more than 30 years of practing medicine, I have never met a truly disabled individual who attacks others' for having health vulnerabilities.   Did you consider, as a restaurant patron being bullied and in danger from a dog running amok, calling the police yourself or asking the bouncer to do so to protect you and your rights?  Perhaps you preferred to simply enjoy your meal, but I'll bet it was tense and stressful under those circumstances.  Do consider that option in the future,  if confronted with such egregious abuse of the valuable laws protecting those with legitimate disabilities and trained, documented service animals.  Laws must be enforced to be truly meaningful   Inform yourself about the laws so you can work with business owners and the police if necessary to stop such fraud and abuse.  Well-informed business owners know that they are allowed to ask for proper  documentation of a medical reason for the service animal (a credible letter from the person's physician who sees them for regular healthcare and a credible description from the individual claiming the dog performs a service), and proof of legally required vaccinations and dog licensing.  The airlines and hotels are generally well-informed on this matter and do not hesitate to inspect documentation.  As a first step in informing yourself, look at any airline's website for written policies on travel with animals, and then check the laws in your own Town and State, as well as those under the ADA.  Knowledge is power.  Cooperating with the policing of those who fraudulently abuse these laws protects our patients with legitimate health needs.  ","4813378",1
"Clicked on the kangeroo article. Interesting that this woman cannot work due to depression. However she is portrayed as doing volunteer work, doing her own shopping and taking her kangeroo to nursing homes. Seems she is also actively participating in the legal fight... 


Also clicked on the article about the miniature horse and the blind Muslim woman. Did not realize that dogs were considered unclean by that religion.","4813379",1
"Regarding kangaroos:





1) There was a similar issue with some other pet, a pig or something, in BA a few years ago. BA is a suburb of Tulsa (where I went to med school) full of nouveau riche, rather entitled people. Funny story - When I was in med school, a local surgeon who lived there kept getting hassled by some spoiled local teens driving their expensive, parent provided SUV up to his house, ringing his doorbell, and driving off. He got so tired of it that one day he chased them down and bashed their windshield in with a baseball bat. The parents were mortified that he would do such a thing to their little angels. The rest of the state was like ""YES!""





2) Seems there is more going on than just the ""service""animal thing. If it's a tame kangaroo, I don't see what the problem just having it as a pet is, as long as she complies with other laws that apply to other mammals like dogs and cats, such as rabies vaccination, etc. But the issue of her taking it everywhere? Nope. 





3) For someone too disabled to work, she sure does a lot of work for this kangaroo. Is SHE the kangaroo's service animal? ","4813385",1
"I saw a patient with a ""therapy dog"".  It wasn't a pit bull but had a similar build.   I am a dog lover and I am not intimidated by dogs but when I hit checked her reflexes the dog growled at me.  At that point I stepped back and did not come near the patient or the dog for the rest of the encounter.  I told her what I thought was wrong with her and did not schedule a follow up.","4813388",1
"True RX dogs are allowed and do help PTSD pts. @ the VA.They do not leave the pt's side/ do not approach anyone else. This was a sham, and if the dog got into the kitchen it's  a big BOH issue!!  I say dinner on the house is in order for your trouble!!","4813389",1
"Can I charge a cleaning fee to patients bringing in non licensed, untrained companion animals? I cannot use the room again until all surfaces are cleaned. Am I liable for the asthma attack from the next patient who is put into the room? Patients with service animals are put into a room immediately, but are seen in turn. Can I up charge a room fee for the time? I do not subject the other patients with animals in the waiting room","4813390",1
"Can I apply my "" ONLY ON A LEASH "" animal rule to children?","4813398",1
"A ""therapy dog"" is NOT a service dog. Service dogs will always be on a leash and at their master's side. 


The party with the dog should have been ejected. Permanently. 





","4813405",1
"Kudos to you for speaking up!


People have become SOOO unreasonable and rude where their pets are concerned.


Some restaurants now have outdoors areas that are ""pet friendly"", which means if you want to enjoy your meals outdoors, you now have to choose between the smokers and stinky animals or both","4813409",1
"I have occ. allowed patients to bring in their pet(s).  They have often spoken of the pet during therapy, and want the 2 of us to meet.  They are brought in leashed or caged, and the patients have usually been respectful and ask before allowing the animal to explore the environment during the session.  The only time I objected was when a young adolescent brought in her pet tarantula.  Nope!  We will admire that cute thing in it's home cage, thank you.





If that thing would have gotten loose in the office (and they can suddenly move fast), the entire session would have been spent ""a huntin' we will go"".","4813417",1
"North Carolina General Statutes


§168-4.5. Penalty.


It is unlawful to disguise an animal as a service animal or service animal in training. 


Violation of this section shall be a Class 3 misdemeanor. ","4813418",1
"There is a restaurant that encourages dogs in their outdoor area.  Very nice.  There are several nearby that do not.  Take your pick.  That should be the American way.","4813420",1
"Part of the problem is that airlines charge for dog transport, but if you have a ""therapy dog"" they fly free.  This gets expensive for people who have a vacation home in Florida or wherever and travel back home frequently.  The real problem is that you can go online and get a ""therapy dog"" certificate and vest for a price.  These sites are making millions!","4813425",1
"Not on a LEASH? Even service dogs are on a leash. Wish there was some way to make this women realize how she impacted everyone else's evening!","4813429",1
"I posted about this problem a few months ago after an obnoxious woman (whose husband was a physician) intruded on the rest of us near her on a transcontinental flight with her so-called therapy/service dog who basically got to ride for free thanks to some jerk who did her paper work (probably hubby). Sorry, I am still furious about the abuse of service animal rules. I nearly lost a friend over this last month when she asked me to fill out the forms for her standard poodle to ride in the plane with her. I launched into my diatribe on this issue and went on to explain we pay for our dog to ride in an appropriate crate in the area reserved for animals. I explained that the animals are not stacked in the cargo hold with luggage and smuggled aliens but in a modestly climate-controlled area in the belly of the plane designated for animals (and corpses) where in many planes, even the crew can access if necessary. She did not believe me, nor was she willing to consider an alternative to her request.  Of course she got some other MD in town to cave and now that big dog takes up passenger space at no expense to the owner. 





The last time I was in an airport, it was like I was in a frigging Westminster dog show! Something really needs to change, and it could start with physicians refusing to comply with these ridiculous companion or therapy animal requests as well as the airlines insisting on proof of certification of an animal for a physical disability. (To be clear, I have absolutely no problem with a REAL service animal.)","4813433",1
"I have worked hard to train my dog to be a therapy dog--a legitimate one. I paid quite a lot of money for the pet handling class, and I attended the classes with my dog weekly for an entire semester. My dog is now a volunteer at my two hospitals, and I take her to my administrative office to interact with study patients (occasionally). My department coworkers and medical students are delighted to see her (lower blood pressure, anyone?). If a person doesn't like dogs, we don't approach them. Simple as that. 


I am appalled by the people who buy fake vests online, and who don't keep their dogs well-controlled. One cannot pass the certification test with a poorly-managed animal! 


A few bad apples...you know.","4813438",1
"Important point from Wilbur above:


Therapy animals are NOT service animals.  Therapy dogs visit ailing patients and children (in libraries) to provide comfort. Service animals cannot interact with the public, they are present to serve only the impaired individual.  Very big difference.","4813444",1
"THE LIST OF THINGS THAT SHOULD BE ILLEGAL AND ARE NOT IS MASSIVE JUST LIKE THE THINGS THAT ARE INSANE AND THOUGHT OF AS ACCEPTABLE  . NOT ENOUGH ROOM FOR EITHER   I.E. INSANE COVERAGE OF CASSIUS CLAY VS THE D DAY HEROES AND THE SO CALLED BRAVERY OF BRUCE CALL ME CAIT JENNER....AND JUST CHOOSE WHICH BATHROOM OR LOCKER ROOM YOU WISH TO FREQUENT.......I WONDER IF THIS MAKES THE SERMO OFFENSIVE LIST","4813465",1
"I had a pretend service dog in the office/surgery center waiting room yesterday.  The patient was probably feeling traumatized as she waited for her cosmetic botox injection.


","4813469",1
"{redacted}, look forward to more information on how to best handle this situation.","4813473",1
"http://www.newyorker.com/magazine/2014/10/20/pets-allowed","4813477",1
"Planes are becoming flying animal farms.  On a recent transcon  flight there was a golden retriever ""service animal"" which lay completely across the space where passengers sitting in the bulkhead row were supposed to put their feet.  It was a three seat row.  The owner and two strangers were seated there.  It was actually lying across the feet of the passengers.  Amazingly, no one objected.  The dog was well behaved, and I don't blame the dog.  It might even have been a genuine service animal.   Fortunately, I was not seated in this row, but was across the aisle.  I often plan my trips months in advance and select seats to maximize space (of which there is less and less these days) and to be as close to the front as possible.  I would not have been pleased to have had to share my space with this dog, as nice as he was.  Yet I am sure that if I had been seated in that row and complained about the dog taking up my space, the flight attendant would have arranged for me to be ""accommodated"" by moving me out of my chosen seat to another location.  I am looking forward to {redacted}'s post.","4813480",1
"Down! Sit! There is much ado about (very little) nothing.","4813491",1
"The grocery stores here are  full of ""service dogs"" wearing vests ordered off the inernet.  The dogs ride in the shopping carts (sometimes) and often snatch meat out of other people's carts.  They are clearly untrained in any way - even basic obedience- much less as service dogs.  Apparently it is illegal to challenge the owners of these beasts if they claim they are ""therapy dogs.""  Unfortunately, the laws need to change in this area.  There are disabled people who really need and use service animals -- they are the ones ultimately hurt by this abusive trend.","4813501",1
"What can you do next after asking what service the dog performs?  My patient yesterday simply said ""he protects me."" Not the way dogs do for patients with PTSD by keeping a small perimeter around the patient clear... Just ""protects me.""

Also, can I just flat out refuse to write these letters?  Besides pissed off patients, are there's any other consequences to just saying no?","4813509",1
"Of course you can ask someone parking in a handicapped space or with an animal in a store what their disability is. Asking is only illegal if it's your store or your parking lot. It's not HIPPA and there's no doctor patient relationship. They don't have to tell you.





But be cautious. I once saw a pretty healthy patient of mine pulling into a handicapped space and asked him if he was injured. About that time his wife comes out assisting a very old, very crippled lady out of a shop and slowly getting her into the car. And I was admiring an attractive lady in a nice fur coat and an assortment of jewelry ahead of me in the grocery-store check-out line. I almost said something when she pulled out the food stamps. Instead I asked the checker ""Who was that with the food stamps?"" ""That was Mrs. Black. She comes in every week and buys the groceries for poor, old Mrs. Smith since she can't get out anymore. She helps a lot of people."" ","4813517",1
